mu_DM,alpha,A
12.5,0.0,1.910152135699612
12.5,0.005050505050505051,1.9443689247125202
12.5,0.010101010101010102,1.9792068531702092
12.5,0.015151515151515152,2.014549253415955
12.5,0.020202020202020204,2.0505273979509235
12.5,0.025252525252525256,2.0868743226171165
12.5,0.030303030303030304,2.123583458483225
12.5,0.03535353535353536,2.1610505423200705
12.5,0.04040404040404041,2.1988726586437997
12.5,0.045454545454545456,2.2372300458635324
12.5,0.05050505050505051,2.276504177235748
12.5,0.05555555555555556,2.316468420428293
12.5,0.06060606060606061,2.3566690310540928
12.5,0.06565656565656566,2.397305250613796
12.5,0.07070707070707072,2.438841674423789
12.5,0.07575757575757576,2.4813943302281514
12.5,0.08080808080808081,2.524489558970939
12.5,0.08585858585858587,2.568308046340906
12.5,0.09090909090909091,2.612727861959174
12.5,0.09595959595959597,2.657465658570198
12.5,0.10101010101010102,2.702492203857457
12.5,0.10606060606060606,2.748485638185784
12.5,0.11111111111111112,2.795475397842696
12.5,0.11616161616161617,2.8428461423557
12.5,0.12121212121212122,2.8904044781071443
12.5,0.12626262626262627,2.9393444326532903
12.5,0.13131313131313133,2.989177939876269
12.5,0.13636363636363638,3.039419509680932
12.5,0.14141414141414144,3.090744296116089
12.5,0.14646464646464646,3.1430009172631066
12.5,0.15151515151515152,3.195835081816843
12.5,0.15656565656565657,3.249629698396211
12.5,0.16161616161616163,3.304069348959152
12.5,0.16666666666666669,3.358809478706741
12.5,0.17171717171717174,3.4142448265448957
12.5,0.1767676767676768,3.4704887580519777
12.5,0.18181818181818182,3.5269147857863556
12.5,0.18686868686868688,3.5843951799409997
12.5,0.19191919191919193,3.6434243358504297
12.5,0.196969696969697,3.7033467776127416
12.5,0.20202020202020204,3.764495576284699
12.5,0.2070707070707071,3.8268282494733494
12.5,0.21212121212121213,3.8902984112222914
12.5,0.21717171717171718,3.95472107301221
12.5,0.22222222222222224,4.019020657740398
12.5,0.2272727272727273,4.083092300143684
12.5,0.23232323232323235,4.147380234024195
12.5,0.2373737373737374,4.212988629109988
12.5,0.24242424242424243,4.280435918969229
12.5,0.2474747474747475,4.349576175598578
12.5,0.25252525252525254,4.4205693043455865
12.5,0.2575757575757576,4.492447098454771
12.5,0.26262626262626265,4.565110937407037
12.5,0.2676767676767677,4.638531758147174
12.5,0.27272727272727276,4.712290967059761
12.5,0.2777777777777778,4.786194632631192
12.5,0.2828282828282829,4.861215813076948
12.5,0.2878787878787879,4.937674169083519
12.5,0.29292929292929293,5.015213059804101
12.5,0.297979797979798,5.094110497420536
12.5,0.30303030303030304,5.174486368286064
12.5,0.3080808080808081,5.256360637252039
12.5,0.31313131313131315,5.339505332361808
12.5,0.31818181818181823,5.422944405662999
12.5,0.32323232323232326,5.506419732553485
12.5,0.3282828282828283,5.591234791653779
12.5,0.33333333333333337,5.678794012493075
12.5,0.3383838383838384,5.76844090397637
12.5,0.3434343434343435,5.858738136627491
12.5,0.3484848484848485,5.949575629746784
12.5,0.3535353535353536,6.041072884483579
12.5,0.3585858585858586,6.133713354462591
12.5,0.36363636363636365,6.2268100985182295
12.5,0.36868686868686873,6.321114316336775
12.5,0.37373737373737376,6.417760996339709
12.5,0.37878787878787884,6.516465109466823
12.5,0.38383838383838387,6.617545829226439
12.5,0.3888888888888889,6.7191167124660325
12.5,0.393939393939394,6.820774366571294
12.5,0.398989898989899,6.922713430106273
12.5,0.4040404040404041,7.026871409299519
12.5,0.4090909090909091,7.134427239732722
12.5,0.4141414141414142,7.244467872432132
12.5,0.4191919191919192,7.3568801198002065
12.5,0.42424242424242425,7.469268415531686
12.5,0.42929292929292934,7.57922653724072
12.5,0.43434343434343436,7.689007425490711
12.5,0.43939393939393945,7.801792208597234
12.5,0.4444444444444445,7.918206627112173
12.5,0.44949494949494956,8.037645379014753
12.5,0.4545454545454546,8.158728272838248
12.5,0.4595959595959596,8.281164450417435
12.5,0.4646464646464647,8.405853146785036
12.5,0.4696969696969697,8.533484249245161
12.5,0.4747474747474748,8.662950907882255
12.5,0.47979797979797983,8.79019723691005
12.5,0.48484848484848486,8.916077047895358
12.5,0.48989898989898994,9.043911416669655
12.5,0.494949494949495,9.177766155488253
12.5,0.5,9.316785716068454
12.51010101010101,0.0,1.9159367917309265
12.51010101010101,0.005050505050505051,1.9502253102957354
12.51010101010101,0.010101010101010102,1.9851383632846904
12.51010101010101,0.015151515151515152,2.020567395159692
12.51010101010101,0.020202020202020204,2.056637645201476
12.51010101010101,0.025252525252525256,2.093074281961385
12.51010101010101,0.030303030303030304,2.129868517379267
12.51010101010101,0.03535353535353536,2.1674111036433326
12.51010101010101,0.04040404040404041,2.2052952019975693
12.51010101010101,0.045454545454545456,2.243719751814401
12.51010101010101,0.05050505050505051,2.283069298534067
12.51010101010101,0.05555555555555556,2.323114743959093
12.51010101010101,0.06060606060606061,2.3633968135181957
12.51010101010101,0.06565656565656566,2.4041112974505565
12.51010101010101,0.07070707070707072,2.44572951915105
12.51010101010101,0.07575757575757576,2.488378841436621
12.51010101010101,0.08080808080808081,2.5315725779542264
12.51010101010101,0.08585858585858587,2.5754824043748137
12.51010101010101,0.09090909090909091,2.6199927323193637
12.51010101010101,0.09595959595959597,2.6648131633571843
12.51010101010101,0.10101010101010102,2.7099188354220294
12.51010101010101,0.10606060606060606,2.756000045401044
12.51010101010101,0.11111111111111112,2.8030874082352306
12.51010101010101,0.11616161616161617,2.850557273174398
12.51010101010101,0.12121212121212122,2.898205843818553
12.51010101010101,0.12626262626262627,2.9472375842484904
